Geonr_siste;	GeoNamn_siste;	KomNr;	KommuneNamn;	Geonr_LGG201;	GeoNamn_LGG201;	RHF;	KOSTRAgruppe;	AAR;	Geonr_fra;	Geonamn_fra;	folketal_fra;	befAndel_i_fraGeo;	LGG;	sortnr
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2014;	0938;	Bygland;	1200;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2014;	0938;	Bygland;	1200;	1;	LGG003;	380
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2015;	0938;	Bygland;	1189;	1;	LGG001;	344
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2015;	0938;	Bygland;	1189;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2015;	0938;	Bygland;	1189;	1;	LGG003;	380
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2016;	0938;	Bygland;	1204;	1;	LGG001;	344
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2016;	0938;	Bygland;	1204;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2016;	0938;	Bygland;	1204;	1;	LGG003;	380
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2017;	0938;	Bygland;	1200;	1;	LGG001;	344
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2017;	0938;	Bygland;	1200;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2017;	0938;	Bygland;	1200;	1;	LGG003;	380
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2018;	0938;	Bygland;	1207;	1;	LGG001;	344
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2018;	0938;	Bygland;	1207;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2018;	0938;	Bygland;	1207;	1;	LGG003;	380
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2019;	0938;	Bygland;	1192;	1;	LGG001;	344
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2019;	0938;	Bygland;	1192;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2019;	0938;	Bygland;	1192;	1;	LGG003;	380
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2020;	4220;	Bygland;	1162;	1;	LGG001;	344
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2020;	4220;	Bygland;	1162;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2020;	4220;	Bygland;	1162;	1;	LGG003;	380
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2021;	4220;	Bygland;	1142;	1;	LGG001;	344
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2021;	4220;	Bygland;	1142;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2021;	4220;	Bygland;	1142;	1;	LGG003;	380
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2022;	4220;	Bygland;	1134;	1;	LGG001;	344
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2022;	4220;	Bygland;	1134;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2022;	4220;	Bygland;	1134;	1;	LGG003;	380
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2023;	4220;	Bygland;	1136;	1;	LGG001;	344
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2023;	4220;	Bygland;	1136;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2023;	4220;	Bygland;	1136;	1;	LGG003;	380
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2024;	4220;	Bygland;	1180;	1;	LGG001;	344
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2024;	4220;	Bygland;	1180;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2024;	4220;	Bygland;	1180;	1;	LGG003;	380
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2025;	4220;	Bygland;	1162;	1;	LGG001;	344
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2025;	4220;	Bygland;	1162;	1;	LGG002;	359
4220;	Bygland;	4220;	Bygland;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 14;	2025;	4220;	Bygland;	1162;	1;	LGG003;	380
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2010;	0940;	Valle;	1289;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2010;	0940;	Valle;	1289;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2010;	0940;	Valle;	1289;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2011;	0940;	Valle;	1284;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2011;	0940;	Valle;	1284;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2011;	0940;	Valle;	1284;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2012;	0940;	Valle;	1293;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2012;	0940;	Valle;	1293;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2012;	0940;	Valle;	1293;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2013;	0940;	Valle;	1277;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2013;	0940;	Valle;	1277;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2013;	0940;	Valle;	1277;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2014;	0940;	Valle;	1270;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2014;	0940;	Valle;	1270;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2014;	0940;	Valle;	1270;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2015;	0940;	Valle;	1251;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2015;	0940;	Valle;	1251;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2015;	0940;	Valle;	1251;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2016;	0940;	Valle;	1242;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2016;	0940;	Valle;	1242;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2016;	0940;	Valle;	1242;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2017;	0940;	Valle;	1246;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2017;	0940;	Valle;	1246;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2017;	0940;	Valle;	1246;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2018;	0940;	Valle;	1225;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2018;	0940;	Valle;	1225;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2018;	0940;	Valle;	1225;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2019;	0940;	Valle;	1156;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2019;	0940;	Valle;	1156;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2019;	0940;	Valle;	1156;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2020;	4221;	Valle;	1164;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2020;	4221;	Valle;	1164;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2020;	4221;	Valle;	1164;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2021;	4221;	Valle;	1169;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2021;	4221;	Valle;	1169;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2021;	4221;	Valle;	1169;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2022;	4221;	Valle;	1169;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2022;	4221;	Valle;	1169;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2022;	4221;	Valle;	1169;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2023;	4221;	Valle;	1180;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2023;	4221;	Valle;	1180;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2023;	4221;	Valle;	1180;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2024;	4221;	Valle;	1205;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2024;	4221;	Valle;	1205;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2024;	4221;	Valle;	1205;	1;	LGG003;	399
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2025;	4221;	Valle;	1205;	1;	LGG001;	363
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2025;	4221;	Valle;	1205;	1;	LGG002;	378
4221;	Valle;	4221;	Valle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 15;	2025;	4221;	Valle;	1205;	1;	LGG003;	399
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2010;	0941;	Bykle;	970;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2010;	0941;	Bykle;	970;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2010;	0941;	Bykle;	970;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2011;	0941;	Bykle;	989;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2011;	0941;	Bykle;	989;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2011;	0941;	Bykle;	989;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2012;	0941;	Bykle;	970;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2012;	0941;	Bykle;	970;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2012;	0941;	Bykle;	970;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2013;	0941;	Bykle;	929;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2013;	0941;	Bykle;	929;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2013;	0941;	Bykle;	929;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2014;	0941;	Bykle;	948;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2014;	0941;	Bykle;	948;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2014;	0941;	Bykle;	948;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2015;	0941;	Bykle;	933;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2015;	0941;	Bykle;	933;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2015;	0941;	Bykle;	933;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2016;	0941;	Bykle;	945;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2016;	0941;	Bykle;	945;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2016;	0941;	Bykle;	945;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2017;	0941;	Bykle;	952;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2017;	0941;	Bykle;	952;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2017;	0941;	Bykle;	952;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2018;	0941;	Bykle;	958;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2018;	0941;	Bykle;	958;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2018;	0941;	Bykle;	958;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2019;	0941;	Bykle;	953;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2019;	0941;	Bykle;	953;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2019;	0941;	Bykle;	953;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2020;	4222;	Bykle;	965;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2020;	4222;	Bykle;	965;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2020;	4222;	Bykle;	965;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2021;	4222;	Bykle;	930;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2021;	4222;	Bykle;	930;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2021;	4222;	Bykle;	930;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2022;	4222;	Bykle;	935;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2022;	4222;	Bykle;	935;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2022;	4222;	Bykle;	935;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2023;	4222;	Bykle;	995;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2023;	4222;	Bykle;	995;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2023;	4222;	Bykle;	995;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2024;	4222;	Bykle;	1011;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2024;	4222;	Bykle;	1011;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2024;	4222;	Bykle;	1011;	1;	LGG003;	381
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2025;	4222;	Bykle;	1039;	1;	LGG001;	345
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2025;	4222;	Bykle;	1039;	1;	LGG002;	360
4222;	Bykle;	4222;	Bykle;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 17;	2025;	4222;	Bykle;	1039;	1;	LGG003;	381
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2010;	1014;	Vennesla;	13116;	1;	LGG001;	365
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2010;	1014;	Vennesla;	13116;	1;	LGG002;	380
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2010;	1014;	Vennesla;	13116;	1;	LGG003;	401
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2011;	1014;	Vennesla;	13334;	1;	LGG001;	365
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2011;	1014;	Vennesla;	13334;	1;	LGG002;	380
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2011;	1014;	Vennesla;	13334;	1;	LGG003;	401
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2012;	1014;	Vennesla;	13583;	1;	LGG001;	365
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2012;	1014;	Vennesla;	13583;	1;	LGG002;	380
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2012;	1014;	Vennesla;	13583;	1;	LGG003;	401
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2013;	1014;	Vennesla;	13756;	1;	LGG001;	365
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2013;	1014;	Vennesla;	13756;	1;	LGG002;	380
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2013;	1014;	Vennesla;	13756;	1;	LGG003;	401
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2014;	1014;	Vennesla;	13986;	1;	LGG001;	365
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2014;	1014;	Vennesla;	13986;	1;	LGG002;	380
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2014;	1014;	Vennesla;	13986;	1;	LGG003;	401
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2015;	1014;	Vennesla;	14095;	1;	LGG001;	365
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2015;	1014;	Vennesla;	14095;	1;	LGG002;	380
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2015;	1014;	Vennesla;	14095;	1;	LGG003;	401
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2016;	1014;	Vennesla;	14308;	1;	LGG001;	365
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2016;	1014;	Vennesla;	14308;	1;	LGG002;	380
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2016;	1014;	Vennesla;	14308;	1;	LGG003;	401
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2017;	1014;	Vennesla;	14425;	1;	LGG001;	365
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2017;	1014;	Vennesla;	14425;	1;	LGG002;	380
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2017;	1014;	Vennesla;	14425;	1;	LGG003;	401
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2018;	1014;	Vennesla;	14532;	1;	LGG001;	365
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2018;	1014;	Vennesla;	14532;	1;	LGG002;	380
4223;	Vennesla;	4223;	Vennesla;	OPT16;	Sørlandet sykehus;	Helse Sør-Øst;	Kostragr 7;	2018;	1014;	Vennesla;	14532;	1;	LGG003;	401
